date,bullish,neutral,bearish
2019-04-04,0.350211,0.367089,0.2827
2019-04-11,0.402878,0.393285,0.203837
2019-04-18,0.375635,0.406091,0.218274
2019-04-25,0.335227,0.463068,0.201705
2019-05-02,0.390244,0.396341,0.213415
2019-05-09,0.431159,0.336957,0.231884
2019-05-16,0.298246,0.308772,0.392982
2019-05-23,0.247059,0.392157,0.360784
2019-05-30,0.247934,0.35124,0.400826
2019-06-06,0.225275,0.348901,0.425824
2019-06-13,0.268398,0.38961,0.341991
2019-06-20,0.295082,0.383607,0.321311
2019-06-27,0.29589,0.383562,0.320548
2019-07-03,0.331551,0.34492,0.323529
2019-07-11,0.336111,0.388889,0.275
2019-07-18,0.359296,0.354271,0.286432
2019-07-25,0.317416,0.36236,0.320225
2019-08-01,0.384375,0.375,0.240625
2019-08-08,0.216561,0.301486,0.481953
2019-08-15,0.23176,0.319742,0.448498
2019-08-22,0.266355,0.336449,0.397196
2019-08-29,0.261307,0.316583,0.422111
2019-09-05,0.28642,0.318519,0.395062
2019-09-12,0.33125,0.35625,0.3125
2019-09-19,0.353383,0.368421,0.278195
2019-09-26,0.293737,0.37365,0.332613
2019-10-03,0.21374,0.391858,0.394402
2019-10-10,0.203085,0.357326,0.439589
2019-10-17,0.336182,0.353276,0.310541
2019-10-24,0.356021,0.361257,0.282723
2019-10-31,0.339759,0.375904,0.284337
2019-11-07,0.403023,0.357683,0.239295
2019-11-14,0.407229,0.344578,0.248193
2019-11-21,0.342432,0.367246,0.290323
2019-11-29,0.336391,0.360856,0.302752
2019-12-05,0.317152,0.391586,0.291262
2019-12-12,0.376316,0.363158,0.260526
2019-12-19,0.440945,0.354331,0.204724
2019-12-26,0.418879,0.365782,0.215339
2020-01-02,0.372159,0.409091,0.21875
2020-01-09,0.330688,0.37037,0.298942
2020-01-16,0.418338,0.30659,0.275072
2020-01-23,0.456019,0.296296,0.247685
2020-01-30,0.319783,0.311653,0.368564
2020-02-06,0.33871,0.30914,0.352151
2020-02-13,0.413333,0.322667,0.264
2020-02-20,0.405594,0.307692,0.286713
2020-02-27,0.304348,0.304348,0.391304
2020-03-05,0.387387,0.216216,0.396396
2020-03-12,0.297386,0.189542,0.513072
2020-03-19,0.343511,0.145038,0.51145
2020-03-26,0.329016,0.150259,0.520725
2020-04-02,0.342391,0.160326,0.497283
2020-04-09,0.365994,0.18732,0.446686
2020-04-16,0.348601,0.223919,0.427481
2020-04-23,0.248634,0.251366,0.5
2020-04-30,0.30597,0.253731,0.440299
2020-05-07,0.236686,0.236686,0.526627
2020-05-14,0.233129,0.260736,0.506135
2020-05-21,0.290043,0.25974,0.450216
2020-05-28,0.330709,0.248031,0.42126
2020-06-04,0.345515,0.265781,0.388704
2020-06-11,0.342767,0.27673,0.380503
2020-06-18,0.243671,0.278481,0.477848
2020-06-25,0.241379,0.269592,0.489028
2020-07-02,0.221519,0.31962,0.458861
2020-07-09,0.271552,0.301724,0.426724
2020-07-16,0.30837,0.237885,0.453744
2020-07-23,0.260563,0.271127,0.46831
2020-07-30,0.20229,0.312977,0.484733
2020-08-06,0.232877,0.291096,0.476027
2020-08-13,0.300366,0.278388,0.421245
2020-08-20,0.303887,0.272085,0.424028
2020-08-27,0.320755,0.283019,0.396226
2020-09-03,0.308017,0.274262,0.417722
2020-09-10,0.237113,0.278351,0.484536
2020-09-17,0.320197,0.275862,0.403941
2020-09-24,0.248945,0.291139,0.459916
2020-10-01,0.262376,0.306931,0.430693
2020-10-08,0.347418,0.262911,0.389671
2020-10-15,0.347826,0.294686,0.357488
2020-10-22,0.357466,0.312217,0.330317
2020-10-29,0.352941,0.294118,0.352941
2020-11-05,0.37963,0.305556,0.314815
2020-11-12,0.558376,0.192893,0.248731
2020-11-19,0.443515,0.292887,0.263598
2020-11-27,0.472527,0.252747,0.274725
2020-12-03,0.490706,0.282528,0.226766
2020-12-10,0.480565,0.250883,0.268551
2020-12-17,0.434263,0.302789,0.262948
2020-12-24,0.435685,0.344398,0.219917
2020-12-31,0.460784,0.271242,0.267974
2021-01-07,0.4519,0.2308,0.3173
2021-01-21,0.425466,0.229814,0.34472
2021-01-28,0.376623,0.24026,0.383117
2021-02-04,0.373529,0.270588,0.355882
2021-02-11,0.454545,0.282828,0.262626
2021-02-18,0.470588,0.275542,0.25387
2021-02-25,0.459283,0.302932,0.237785
2021-03-04,0.402597,0.344156,0.253247
2021-03-11,0.494118,0.270588,0.235294
2021-03-18,0.489437,0.274648,0.235915
2021-03-25,0.509494,0.28481,0.205696
2021-04-01,0.458333,0.309524,0.232143
2021-04-08,0.569079,0.226974,0.203947
2021-04-15,0.538206,0.215947,0.245847
2021-04-22,0.526814,0.268139,0.205047
2021-04-29,0.425676,0.317568,0.256757
2021-05-06,0.443137,0.32549,0.231373
2021-05-13,0.365188,0.365188,0.269625
2021-05-20,0.370253,0.367089,0.262658
2021-05-27,0.364286,0.371429,0.264286
2021-06-03,0.440729,0.361702,0.197568
2021-06-10,0.402256,0.390977,0.206767
2021-06-17,0.411215,0.327103,0.261682
2021-06-24,0.404167,0.3625,0.233333
2021-07-01,0.486486,0.291892,0.221622
2021-07-08,0.401961,0.352941,0.245098
2021-07-15,0.361702,0.370213,0.268085
2021-07-22,0.306452,0.387097,0.306452
2021-07-29,0.361607,0.397321,0.241071
2021-08-05,0.360656,0.322404,0.31694
2021-08-12,0.369748,0.315126,0.315126
2021-08-19,0.331731,0.317308,0.350962
2021-08-26,0.395604,0.274725,0.32967
2021-09-02,0.434343,0.232323,0.333333
2021-09-09,0.388889,0.338889,0.272222
2021-09-16,0.22449,0.382653,0.392857
2021-09-23,0.298969,0.309278,0.391753
2021-09-30,0.281437,0.311377,0.407186
2021-10-07,0.254717,0.377358,0.367925
2021-10-14,0.379147,0.303318,0.317536
2021-10-21,0.4689,0.253589,0.277512
2021-10-27,0.398268,0.307359,0.294372
2021-11-04,0.415,0.325,0.26
2021-11-11,0.48,0.28,0.24
2021-11-18,0.388393,0.339286,0.272321
2021-11-24,0.338095,0.304762,0.357143
2021-12-02,0.266667,0.309524,0.42381
2021-12-09,0.297189,0.39759,0.305221
2021-12-16,0.252427,0.354369,0.393204
2021-12-23,0.295699,0.365591,0.33871
2021-12-30,0.376569,0.317992,0.305439
2022-01-06,0.327586,0.33908,0.333333
2022-01-13,0.249071,0.36803,0.3829
2022-01-20,0.209607,0.323144,0.467249
2022-01-27,0.231373,0.239216,0.529412
2022-02-03,0.264925,0.298507,0.436567
2022-02-10,0.24359,0.401709,0.354701
2022-02-17,0.192488,0.375587,0.431925
2022-02-24,0.233945,0.229358,0.536697
2022-03-03,0.303867,0.281768,0.414365
2022-03-10,0.24,0.302222,0.457778
2022-03-17,0.22467,0.277533,0.497797
2022-03-24,0.328042,0.31746,0.354497
2022-03-31,0.318841,0.405797,0.275362
2022-04-07,0.247126,0.33908,0.413793
2022-04-14,0.158371,0.357466,0.484163
2022-04-21,0.188679,0.372642,0.438679
2022-04-28,0.164384,0.242009,0.593607
2022-05-05,0.268722,0.202643,0.528634
2022-05-12,0.243243,0.266409,0.490347
2022-05-19,0.25969,0.236434,0.503876
2022-05-26,0.198488,0.266541,0.534972
2022-06-02,0.320175,0.309211,0.370614
2022-06-09,0.210227,0.321023,0.46875
2022-06-16,0.194444,0.222222,0.583333
2022-06-23,0.182033,0.224586,0.593381
2022-06-30,0.22779,0.305239,0.46697
2022-07-07,0.19382,0.27809,0.52809
2022-07-14,0.268882,0.265861,0.465257
2022-07-21,0.29589,0.282192,0.421918
2022-07-28,0.277228,0.321782,0.40099
2022-08-04,0.305556,0.305556,0.388889
2022-08-11,0.321543,0.311897,0.366559
2022-08-18,0.333333,0.295139,0.371528
2022-08-25,0.277008,0.299169,0.423823
2022-09-01,0.219178,0.276712,0.50411
2022-09-08,0.180685,0.286604,0.53271
2022-09-15,0.261324,0.278746,0.45993
2022-09-22,0.177258,0.214047,0.608696
2022-09-29,0.199525,0.192399,0.608076
2022-10-06,0.239193,0.213256,0.54755
2022-10-13,0.203647,0.237082,0.559271
2022-10-20,0.225989,0.211864,0.562147
2022-10-27,0.265896,0.277457,0.456647
2022-11-03,0.305648,0.365449,0.328904
2022-11-10,0.250871,0.278746,0.470383
2022-11-17,0.33452,0.263345,0.402135
2022-11-24,0.28863,0.309038,0.402332
2022-12-01,0.244681,0.351064,0.404255
2022-12-08,0.247273,0.334545,0.418182
2022-12-15,0.243028,0.310757,0.446215
2022-12-22,0.203077,0.273846,0.523077
2022-12-29,0.264881,0.258929,0.47619
2023-01-05,0.205128,0.375,0.419872
2023-01-12,0.240283,0.360424,0.399293
2023-01-19,0.309711,0.35958,0.330709
2023-01-26,0.283668,0.34957,0.366762
2023-02-02,0.299003,0.355482,0.345515
2023-02-09,0.375,0.375,0.25
2023-02-16,0.341176,0.370588,0.288235
2023-02-23,0.216471,0.397647,0.385882
2023-03-02,0.233766,0.318182,0.448052
2023-03-09,0.248276,0.334483,0.417241
2023-03-16,0.192171,0.323843,0.483986
2023-03-23,0.209497,0.301676,0.488827
2023-03-30,0.2251,0.3187,0.4561
2023-04-06,0.3333,0.3165,0.3502
2023-04-13,0.2605,0.3946,0.3448
2023-04-20,0.272152,0.376582,0.351266
2023-04-27,0.241379,0.373563,0.385057
2023-05-04,0.240816,0.310204,0.44898
2023-05-11,0.293893,0.293893,0.412214
2023-05-18,0.228956,0.373737,0.397306
2023-05-25,0.273846,0.329231,0.396923
2023-06-01,0.290541,0.341216,0.368243
2023-06-08,0.445483,0.311526,0.242991
2023-06-15,0.45182,0.321199,0.226981
2023-06-22,0.428571,0.293878,0.277551
2023-06-29,0.419277,0.306024,0.274699
2023-07-06,0.463918,0.291237,0.244845
2023-07-13,0.409984,0.331395,0.258721
2023-07-20,0.513575,0.271493,0.214932
2023-07-27,0.449064,0.309771,0.241164
2023-08-03,0.489848,0.296954,0.213198
2023-08-10,0.446991,0.297994,0.255014
2023-08-17,0.358904,0.339726,0.30137
2023-08-24,0.322654,0.318078,0.359268
2023-08-31,0.330935,0.323741,0.345324
2023-09-07,0.421918,0.282192,0.29589
2023-09-14,0.344156,0.363636,0.292208
2023-09-21,0.312977,0.340967,0.346056
2023-09-28,0.277916,0.312655,0.409429
2023-10-05,0.30102,0.283163,0.415816
2023-10-12,0.4,0.235135,0.364865
2023-10-19,0.340659,0.313187,0.346154
2023-10-26,0.292804,0.275434,0.431762
2023-11-02,0.243094,0.254144,0.502762
2023-11-09,0.426036,0.301775,0.272189
2023-11-16,0.437838,0.281081,0.281081
2023-11-23,0.452991,0.310541,0.236467
2023-11-30,0.487578,0.31677,0.195652
2023-12-07,0.473118,0.252688,0.274194
2023-12-14,0.512968,0.293948,0.193084
2023-12-21,0.529248,0.261838,0.208914
2023-12-28,0.463291,0.286076,0.250633
2024-01-04,0.48564,0.279373,0.234987
2024-01-11,0.485861,0.272494,0.241645
2024-01-18,0.403756,0.328638,0.267606
2024-01-25,0.392683,0.346341,0.260976
2024-02-01,0.490667,0.264,0.245333
2024-02-08,0.490251,0.284123,0.225627
2024-02-15,0.421717,0.310606,0.267677
2024-02-22,0.442771,0.295181,0.262048
2024-02-29,0.464968,0.321656,0.213376
2024-03-07,0.51735,0.264984,0.217666
2024-03-14,0.458967,0.322188,0.218845
2024-03-21,0.432024,0.296073,0.271903
2024-03-28,0.5,0.27551,0.22449
2024-04-04,0.472868,0.30491,0.222222
2024-04-11,0.434426,0.325137,0.240437
2024-04-18,0.382749,0.277628,0.339623
2024-04-25,0.321337,0.339332,0.339332
2024-05-02,0.384858,0.290221,0.324921
2024-05-09,0.408163,0.353741,0.238095
2024-05-16,0.408638,0.358804,0.232558
2024-05-23,0.470395,0.266447,0.263158
2024-05-30,0.390411,0.342466,0.267123
2024-06-06,0.389706,0.290441,0.319853
2024-06-13,0.445946,0.297297,0.256757
2024-06-20,0.44373,0.33119,0.22508
2024-06-27,0.444882,0.271654,0.283465
2024-07-04,0.417391,0.321739,0.26087
2024-07-11,0.491803,0.290984,0.217213
2024-07-18,0.527473,0.238095,0.234432
2024-07-25,0.431734,0.250923,0.317343
2024-08-01,0.448819,0.299213,0.251969
2024-08-08,0.405405,0.220077,0.374517
2024-08-15,0.425397,0.285714,0.288889
2024-08-22,0.516129,0.247312,0.236559
2024-08-29,0.511628,0.218605,0.269767
2024-09-05,0.453287,0.297578,0.249135
2024-09-12,0.397959,0.292517,0.309524
2024-09-19,0.508251,0.227723,0.264026
2024-09-26,0.496241,0.266917,0.236842
2024-10-03,0.454545,0.272727,0.272727
2024-10-10,0.490119,0.304348,0.205534
2024-10-17,0.454545,0.291667,0.253788
2024-10-24,0.377049,0.32377,0.29918
2024-10-31,0.39485,0.296137,0.309013
2024-11-07,0.415441,0.308824,0.275735
2024-11-14,0.498442,0.218069,0.283489
2024-11-21,0.412903,0.254839,0.332258
2024-11-28,0.370518,0.243028,0.386454
2024-12-05,0.483333,0.21,0.306667
2024-12-12,0.433333,0.25,0.316667
2024-12-19,0.407143,0.278571,0.314286
2024-12-26,0.378049,0.280488,0.341463
2025-01-02,0.35443,0.303797,0.341772
2025-01-09,0.346674,0.27957,0.373656
2025-01-16,0.254286,0.34,0.405714
2025-01-23,0.434286,0.271429,0.294286
2025-01-30,0.409639,0.25,0.340361
2025-02-06,0.333333,0.238095,0.428571
2025-02-13,0.284153,0.243169,0.472678
2025-02-20,0.291908,0.303468,0.404624
2025-02-27,0.193846,0.2,0.606154
2025-03-06,0.193333,0.235556,0.571111
2025-03-13,0.191083,0.216561,0.592357
2025-03-20,0.215812,0.202991,0.581197
2025-03-27,0.274194,0.204301,0.521505
2025-04-03,0.217617,0.163212,0.619171
2025-04-10,0.285171,0.125475,0.589354
2025-04-17,0.254364,0.177057,0.568579
2025-04-24,0.219373,0.225071,0.555556
2025-05-01,0.20944,0.19764,0.59292
2025-05-08,0.294479,0.190184,0.515337
2025-05-15,0.359322,0.19661,0.444068
2025-05-22,0.377049,0.255738,0.367213
2025-05-29,0.328904,0.252492,0.418605
2025-06-05,0.326599,0.259259,0.414141
2025-06-12,0.366667,0.297436,0.335897
2025-06-19,0.33209,0.253731,0.414179
2025-06-26,0.350694,0.246528,0.402778
2025-07-03,0.450161,0.21865,0.33119
2025-07-10,0.413793,0.229885,0.356322
2025-07-17,0.392655,0.217514,0.389831
2025-07-24,0.367781,0.291793,0.340426
2025-07-31,0.403333,0.266667,0.33
2025-08-07,0.348703,0.21902,0.432277
2025-08-14,0.298817,0.239645,0.461538
2025-08-21,0.308442,0.243506,0.448052
2025-08-28,0.346021,0.259516,0.394464
2025-09-04,0.326861,0.239482,0.433657
2025-09-11,0.280277,0.224913,0.49481
2025-09-18,0.416667,0.159722,0.423611
2025-09-25,0.417266,0.190647,0.392086
2025-10-02,0.429167,0.179167,0.391667
2025-10-09,0.458746,0.184818,0.356436
2025-10-16,0.336601,0.202614,0.460784
2025-10-23,0.368601,0.204778,0.426621
2025-10-30,0.440273,0.191126,0.368601
2025-11-06,0.379661,0.257627,0.362712
2025-11-13,0.316151,0.19244,0.491409
