Cartera,Retorno Anualizado,Volatilidad Anualizada,Sharpe Ratio,Sortino Ratio,Max Drawdown,Calmar Ratio,Total Return,Semanas
XGB Def,0.0877161355768841,0.0759920595948576,1.154280276709592,1.6921687059818922,-0.1744481459194018,0.5028206812665728,2.714961579525093,778
XGB Tun,0.110941607926357,0.07940128933525668,1.3972267812670822,1.9915185122528258,-0.14830780595134094,0.7480496877066363,4.25855952128345,778
LGB Def,0.0814517216545516,0.0814360189112456,1.0001928230716075,1.3221064981035846,-0.2186123176006907,0.3725852346679218,2.382594661366021,778
LGB Tun,0.10226171176797229,0.07786591068357634,1.3133052817366144,1.8346405243869168,-0.1959834957692508,0.5217873646277557,3.618142342008647,778
Markow.,0.05392471377155979,0.06482164575771751,0.8318936235144823,1.0306430180482522,-0.19821311160296848,0.2720542215167576,1.2407187369722883,778
60/40,0.08603356693034665,0.10158214301731065,0.8469359316005535,1.0287619837108515,-0.21671705421323514,0.3969856790582589,2.6226091309017634,778
EqualWt,0.07300706574255215,0.11251683695991249,0.6488545867012163,0.7941850992363872,-0.24209440882141528,0.3015644437968287,1.9811168794771024,778
