Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2007-01-03,99.39491271972656,100.44251101540586,98.83245449234202,100.01362964369318,94807600
2007-01-04,99.60586547851562,99.87304071482404,98.86059848060874,99.2965069371492,69620600
2007-01-05,98.81135559082031,99.41600786189848,98.69887037831069,99.36679759296365,76645300
2007-01-08,99.26836395263672,99.42304318536671,98.60746372700915,99.0082264831377,71655000
2007-01-09,99.18399810791016,99.55663151822934,98.71292270492992,99.35273128800748,75680100
2007-01-10,99.514404296875,99.5355066655506,98.64258788200267,98.83945034524479,72428000
2007-01-11,99.95033264160156,100.27374497814476,99.4862950510476,99.54254300701179,54476800
2007-01-12,100.70970153808594,100.70970153808594,99.91521361487752,99.94333223925271,55370600
2007-01-16,100.51280212402344,100.85027913379355,100.35108522650383,100.59014172295001,44871300
2007-01-17,100.55501556396484,100.86437405244244,100.35111532010282,100.43549264399921,50241400
2007-01-18,100.21752166748047,100.72374266744629,100.05581545944239,100.66046772450139,68177300
2007-01-19,100.41441345214844,100.61127601865557,100.16130290546708,100.21754015743605,56973000
2007-01-22,100.10507202148438,100.61129320130078,99.7886757379438,100.59020154615902,60253600
2007-01-23,100.40032958984375,100.59719211873299,99.88004391880607,100.02065847826935,54064400
2007-01-24,101.2088851928711,101.22997684326464,100.47768294675075,100.51986624753783,55834700
2007-01-25,100.02067565917969,101.18779708679168,99.84490474760698,101.14561378452703,73583800
2007-01-26,99.92926788330078,100.29486360312386,99.54256978713836,100.23862636023071,67255600
2007-01-29,99.87300872802734,100.40032132877911,99.65505456956231,99.9714399843729,66114600
2007-01-30,100.39328002929688,100.44250101980641,99.8800321201933,100.08393232630151,70407600
2007-01-31,101.0682601928711,101.33543537458,100.11909311021314,100.28081005082831,91868600
2007-02-01,101.67289733886719,101.70805365673279,101.1807410733547,101.34947423398643,69312400
2007-02-02,101.81350708007812,101.9119383285381,101.5111863627373,101.75725911978651,49607000
2007-02-05,101.84166717529297,101.90494212665129,101.48308766118642,101.7361981948244,45705300
2007-02-06,101.86978149414062,101.96821276816145,101.47605639805732,101.92602946903884,57081300
2007-02-07,102.09474182128906,102.20020003648298,101.64476888946011,102.03145616397178,55669700
2007-02-08,101.961181640625,102.0314835602306,101.43386896666593,101.79243772280472,70641000
2007-02-09,101.20182037353516,102.1791058130556,100.81512238058806,101.98927030229964,79084400
2007-02-12,100.85729217529297,101.27210872669698,100.6744943886232,101.20180683714672,65657000
2007-02-13,101.70805358886719,101.87678674938633,101.07527205231453,101.08230975280415,64081800
2007-02-14,102.3759765625,102.57986603259114,101.79241604023704,101.8064807124438,66039400
2007-02-15,102.50957489013672,102.61503312225534,102.24942670390634,102.4181706034988,38715200
2007-02-16,102.46036529541016,102.4814569441804,102.10882351163431,102.25647578122987,39841800
2007-02-20,102.67835235595703,102.79084833754833,101.94714993202817,102.34087513939042,56911800
2007-02-21,102.63614654541016,102.69943222631157,102.19321114832987,102.37600903218801,63971600
2007-02-22,102.55879974365234,102.94549786342887,102.06664337675684,102.68536036839929,79067400
2007-02-23,102.15802001953125,102.5025240189897,101.96818449790639,102.467378431601,71966200
2007-02-26,102.0666275024414,102.61503175857568,101.77133372823084,102.53066517400195,69192800
2007-02-27,98.08016204833984,101.38465281758928,97.72862024888343,101.15967164460343,274466500
2007-02-28,99.08554077148438,99.8237805047006,98.2910638057464,98.70588044685402,177536300
2007-03-01,98.79026794433594,99.31055364505455,97.06068838068346,97.9676614599348,212828600
2007-03-02,97.4966049194336,98.89574519430504,97.48957794534249,98.46686375424326,162574000
2007-03-05,96.56851959228516,98.13639273779684,96.55445491888706,96.9762985670082,143750400
2007-03-06,98.22076416015625,98.51605794684802,96.82866181483706,97.57392861861196,143333300
2007-03-07,98.12236785888672,98.75514968000296,98.00987188248293,98.14345951343658,115144900
2007-03-08,98.95199584960938,99.24728969249854,98.48093109584295,98.81137053834357,117891600
2007-03-09,98.9801254272461,99.43009857975389,98.48796896797292,99.35275894128195,107765100
2007-03-12,99.12773895263672,99.3738117219122,98.54417840484322,98.72697623872232,80366900
2007-03-13,97.2012939453125,98.97306737049094,97.05364168979645,98.55823995175672,190605200
2007-03-14,97.92543029785156,97.98167824299307,96.14663060452106,97.32780526789686,231853800
2007-03-15,98.0590591430664,98.4246655764327,97.5879944732498,97.70751738396119,132435900
2007-03-16,97.78449249267578,98.56095635984501,97.4950822539348,98.33507204548417,121531600
2007-03-19,98.96324920654297,99.0550160103653,98.22208147515494,98.29972782360038,96161200
2007-03-20,99.50680541992188,99.56327648871,98.79387837163756,98.87857958944221,82147400
2007-03-21,101.14439392089844,101.39850827117586,99.40089999378202,99.59854329169202,152368700
2007-03-22,101.06676483154297,101.41970089105375,100.79147513595473,101.27852862140018,118942200
2007-03-23,101.2149887084961,101.51145366496682,101.04557554590471,101.13734235531908,74416800
2007-03-26,101.08087158203125,101.3985118383646,100.2973532053411,101.29263534317091,113787500
2007-03-27,100.84089660644531,101.05266040733203,100.50913583156546,101.02441948947816,99864600
2007-03-28,100.10677337646484,100.56558587351043,99.71147600442697,100.33264681830585,152907900
2007-03-29,100.21263885498047,100.66439645976166,99.66205961073938,100.61498025465626,139432700
2007-03-30,100.23382568359375,100.82675558857252,99.21736826320034,100.40323884391003,128194100
2007-04-02,100.34678649902344,100.55855029621179,99.86678784067959,100.34678649902344,79416400
2007-04-03,101.42679595947266,101.63149419430081,100.87621640840999,100.91856702452914,82417800
2007-04-04,101.53971099853516,101.61029174963174,101.05265750172643,101.4267688718758,63995200
2007-04-05,101.81498718261719,101.956159436821,101.3702843496602,101.41263494884609,46822800
2007-04-09,101.95614624023438,102.21026057321126,101.75143734299542,102.10437331819936,50967400
2007-04-10,102.0761489868164,102.24556214202329,101.83615509500385,101.87850569111761,56620000
2007-04-11,101.65970611572266,102.25263611374359,101.32087974192171,102.22440596797043,106365700
2007-04-12,102.11148834228516,102.29501126072671,101.17973174691325,101.46208712615766,115534400
2007-04-13,102.57736206054688,102.57736206054688,101.89971995136912,102.2808862328869,84287000
2007-04-16,103.5514907836914,103.66443296560652,102.93033032467683,102.93738517201179,83064600
2007-04-17,103.82676696777344,104.04558568473604,103.51618139372668,103.74206572785445,108424100
2007-04-18,103.95384979248047,104.25736980832384,103.45974117903779,103.48091649313105,88345300
2007-04-19,103.92556762695312,104.04556461612563,103.3114622203775,103.44557967026314,102947700
2007-04-20,104.90673828125,104.90673828125,103.79145874942353,104.62439366820182,124114100
2007-04-23,104.51146697998047,104.98440020073555,104.44794104825773,104.73028570308644,77270800
2007-04-24,104.55378723144531,104.75143058656768,103.98909808581286,104.63143360458302,114471000
2007-04-25,105.51377868652344,105.64084128963383,104.48321125490459,104.98437451020052,108418800
2007-04-26,105.6337890625,105.73967637363853,105.24556790059606,105.52085767634522,88741600
2007-04-27,105.54906463623047,105.69730253094701,105.0620111159891,105.23847915835165,108191100
2007-04-30,104.67382049560547,105.69734416103825,104.61736017807591,105.62675260798814,100874100
2007-05-01,104.94202423095703,105.50672417496999,104.23615199362975,104.76555617162522,134342700
2007-05-02,105.55612182617188,105.84553200705896,104.99848753904618,105.10436405851473,87129800
2007-05-03,106.12785339355469,106.16313837492011,105.69020545465922,105.85961860236888,86569700
2007-05-04,106.53022003173828,106.67139230287803,106.03611169737223,106.41022306273182,96409000
2007-05-07,106.55140686035156,106.72787491105461,106.45258518278806,106.50200140694734,63461400
2007-05-08,106.4102554321289,106.53025243763778,105.9726180272427,106.29025842662001,80584000
2007-05-09,106.69966888427734,107.8714195908312,106.14202368636285,106.33261224002099,102070100
2007-05-10,105.5843734741211,106.60083124732536,105.36555479781437,106.39612226121167,153617800
2007-05-11,106.48793029785156,106.53733577415227,105.68323604454831,105.70441135878575,113408900
2007-05-14,106.25495147705078,106.798476138387,105.73260212206154,106.48789061762345,108027500
2007-05-15,106.28321075439453,107.05260907322501,106.01497580000091,106.3749668408256,180673300
2007-05-16,107.01025390625,107.03142921535418,106.14908876682229,106.44555386503811,114166500
2007-05-17,106.79840850830078,107.2642864944289,106.6642911391958,106.85487954638442,101132800
2007-05-18,107.73017883300781,107.73017883300781,107.15842424885518,107.29959649161174,99182000
2007-05-21,107.67374420166016,108.16079775905173,107.64551405186089,107.7019851222148,174664600
2007-05-22,107.58906555175781,108.11141498404452,107.56083539603635,107.78670895408086,82148800
2007-05-23,107.60311889648438,108.35134142010436,107.54664784950822,107.9631097038626,133786600
2007-05-24,106.62901306152344,108.14664418826248,106.40313964251287,107.66664567039469,187593000
2007-05-25,107.07372283935547,107.3066618862678,106.71372123469475,106.9396054392467,83309200
2007-05-29,107.46195220947266,107.6454750435518,106.90430732352787,107.25018846507275,82020000
2007-05-30,108.33726501464844,108.37961562441221,106.82669889879384,106.91141088907668,129013600
2007-05-31,108.2243423461914,108.62668394204869,108.08315927462142,108.47139117992661,114866700
2007-06-01,108.76078033447266,108.98665381787988,108.35842804578064,108.61960806099889,107771700
2007-06-04,108.77491760253906,108.9796158150959,108.33726948515829,108.37962009666965,78008800
2007-06-05,108.34432220458984,108.63372160572193,107.89961929514249,108.52079024538585,126917900
2007-06-06,107.17965698242188,107.96317573595908,107.11613105475176,107.89964980828897,164096800
2007-06-07,105.24553680419922,107.64549769030452,105.21729588793706,106.98197617794204,232414600
2007-06-08,106.61493682861328,106.72082412551545,105.23848813492867,105.58436940493371,175886000
2007-06-11,106.79840850830078,107.2572208829502,106.37488110804809,106.5372286108203,102015600
2007-06-12,105.6337890625,106.96788732509314,105.56320829249786,106.35378184936584,233898000
2007-06-13,107.21491241455078,107.34197499284055,105.68317125609329,106.2337506302576,193208200
2007-06-14,107.89962768554688,108.08315058477409,107.31375245205523,107.33492775693702,146396500
2007-06-15,108.51354217529297,108.93179911284807,108.41428376586336,108.56316056283151,154030800
2007-06-18,108.38590240478516,108.74035954010294,108.2228551513475,108.73327429157898,88537500
2007-06-19,108.65532684326172,108.73330786980009,108.01021206164215,108.1449075454063,110851700
2007-06-20,107.14533996582031,108.87509312287776,107.01774054464907,108.87509312287776,177119700
2007-06-21,107.7408218383789,107.83298418415454,106.51440279178217,107.10280312024058,205262000
2007-06-22,106.72708129882812,107.59195786360566,106.23084330686812,107.41472923667874,204964700
2007-06-25,106.21668243408203,107.22333993074223,105.64246330305282,106.50734003431478,232014400
2007-06-26,105.12494659423828,106.66330087320289,105.11786134206393,106.48607221423431,198445700
2007-06-27,106.62076568603516,106.74129070317328,104.96190789764898,105.01153711849172,213638000
2007-06-28,106.6065444946289,107.3367254171531,106.10321054147236,106.6065444946289,157705000
