Cartera,Retorno Anualizado,Volatilidad Anualizada,Sharpe Ratio,Sortino Ratio,Max Drawdown,Calmar Ratio,Total Return,Semanas
XGB+Opt,0.110941607926357,0.07940128933525667,1.3972267812670824,1.991518512252826,-0.14830780595134094,0.7480496877066363,4.25855952128345,778
LGB+Opt,0.10226171176797229,0.07786591068357633,1.3133052817366146,1.8346405243869173,-0.19598349576925084,0.5217873646277557,3.618142342008647,778
Markowitz,0.05392471377155979,0.06482164575771751,0.8318936235144823,1.0306430180482522,-0.19821311160296848,0.2720542215167576,1.2407187369722883,778
60/40,0.08603356693034665,0.10158214301731065,0.8469359316005535,1.0287619837108515,-0.21671705421323514,0.3969856790582589,2.6226091309017634,778
Equal Wt,0.07300706574255215,0.11251683695991249,0.6488545867012163,0.7941850992363872,-0.24209440882141528,0.3015644437968287,1.9811168794771024,778
