Metric,Value
IC_mean,0.08950663328178084
IC_std,0.41859336035345607
IC_IR,0.21382716917966002
IC_hit_rate,56.94087403598972
IC_SPY,0.14566416528584697
IC_QQQ,0.15098434074379574
IC_IWM,0.1824641325650115
IC_EFA,0.15056448249891444
IC_EEM,0.1401021868646769
IC_AGG,-0.0035535762740800097
IC_LQD,0.049899898296650494
IC_TIP,0.030989490300984374
IC_GLD,0.03088842155119303
IC_VNQ,0.06896685309848107
